year,mo,dy, hr, Pmean, Pstdv,  n
2019,06,29, 14, 2.745, 0.022, 12
2019,06,29, 15, 2.609, 0.057, 12
2019,06,29, 16, 2.345, 0.105, 12
2019,06,29, 17, 1.935, 0.143, 12
2019,06,29, 18, 1.366, 0.219, 12
2019,06,29, 19, 0.635, 0.239, 12
2019,06,29, 20, 0.113, 0.043, 12
2019,06,29, 21, 0.044, 0.018, 12
2019,06,29, 22, 0.018, 0.008,  2
2019,06,30, 06, 0.050, 0.022,  8
2019,06,30, 07, 0.132, 0.030, 12
2019,06,30, 08, 0.442, 0.246, 12
2019,06,30, 09, 1.194, 0.186, 12
2019,06,30, 10, 1.751, 0.148, 12
2019,06,30, 11, 2.204, 0.196, 12
2019,06,30, 12, 1.943, 0.318, 12
2019,06,30, 13, 2.669, 0.371, 12
2019,06,30, 14, 2.573, 0.418, 12
2019,06,30, 15, 2.454, 0.394, 12
2019,06,30, 16, 1.591, 0.561, 12
2019,06,30, 17, 1.403, 0.392, 12
2019,06,30, 18, 1.317, 0.280, 12
2019,06,30, 19, 0.623, 0.225, 12
2019,06,30, 20, 0.209, 0.018, 12
2019,06,30, 21, 0.068, 0.041, 12
2019,06,30, 22, 0.012, 0.000,  2
2019,07,01, 06, 0.050, 0.020, 10
2019,07,01, 07, 0.153, 0.039, 12
2019,07,01, 08, 0.427, 0.249, 12
2019,07,01, 09, 1.078, 0.412, 12
2019,07,01, 10, 1.619, 0.358, 12
2019,07,01, 11, 1.765, 0.673, 12
2019,07,01, 12, 2.074, 0.653, 12
2019,07,01, 13, 2.333, 0.631, 12
2019,07,01, 14, 2.021, 0.719, 12
2019,07,01, 15, 1.697, 0.603, 12
2019,07,01, 16, 1.984, 0.515, 12
2019,07,01, 17, 1.530, 0.415, 12
2019,07,01, 18, 1.173, 0.366, 12
2019,07,01, 19, 0.482, 0.155, 12
2019,07,01, 20, 0.165, 0.036, 12
2019,07,01, 21, 0.061, 0.026, 12
2019,07,01, 22, 0.016, 0.007,  3
2019,07,02, 06, 0.034, 0.011,  7
2019,07,02, 07, 0.138, 0.051, 12
2019,07,02, 08, 0.502, 0.147, 12
2019,07,02, 09, 1.137, 0.404, 12
2019,07,02, 10, 1.783, 0.371, 12
2019,07,02, 11, 2.374, 0.298, 12
2019,07,02, 12, 2.332, 0.667, 12
2019,07,02, 13, 1.688, 0.791, 12
2019,07,02, 14, 2.003, 0.892, 12
2019,07,02, 15, 1.085, 0.762, 12
2019,07,02, 16, 2.091, 0.728, 12
2019,07,02, 17, 1.254, 0.586, 12
2019,07,02, 18, 1.341, 0.423, 12
2019,07,02, 19, 0.717, 0.355, 12
2019,07,02, 20, 0.157, 0.045, 12
2019,07,02, 21, 0.060, 0.022, 12
2019,07,02, 22, 0.016, 0.007,  3
2019,07,03, 06, 0.044, 0.019,  9
2019,07,03, 07, 0.134, 0.038, 12
2019,07,03, 08, 0.470, 0.318, 12
2019,07,03, 09, 1.146, 0.448, 12
2019,07,03, 10, 1.197, 0.511, 12
2019,07,03, 11, 1.387, 0.507, 12
2019,07,03, 12, 1.303, 0.648, 12
2019,07,03, 13, 1.073, 0.564, 12
2019,07,03, 14, 1.821, 1.002, 12
2019,07,03, 15, 1.371, 0.337, 12
2019,07,03, 16, 1.770, 0.554, 12
2019,07,03, 17, 1.449, 0.618, 12
2019,07,03, 18, 0.673, 0.422, 12
2019,07,03, 19, 0.358, 0.167, 12
2019,07,03, 20, 0.125, 0.033, 12
2019,07,03, 21, 0.049, 0.019, 12
2019,07,03, 22, 0.012, 0.000,  2
2019,07,04, 06, 0.043, 0.018,  9
2019,07,04, 07, 0.106, 0.022, 12
2019,07,04, 08, 0.456, 0.320, 12
2019,07,04, 09, 1.327, 0.207, 12
2019,07,04, 10, 1.927, 0.157, 12
2019,07,04, 11, 2.338, 0.121, 12
2019,07,04, 12, 2.670, 0.108, 12
2019,07,04, 13, 2.674, 0.212, 12
2019,07,04, 14, 2.701, 0.169, 12
2019,07,04, 15, 2.508, 0.306, 12
2019,07,04, 16, 2.328, 0.126, 12
2019,07,04, 17, 1.923, 0.159, 12
2019,07,04, 18, 1.281, 0.238, 12
2019,07,04, 19, 0.612, 0.133, 12
2019,07,04, 20, 0.217, 0.034, 12
2019,07,04, 21, 0.089, 0.042, 12
2019,07,04, 22, 0.012, 0.000,  2
2019,07,05, 06, 0.060, 0.046,  8
2019,07,05, 07, 0.222, 0.073, 12
2019,07,05, 08, 0.431, 0.033, 12
2019,07,05, 09, 0.644, 0.159, 12
2019,07,05, 10, 1.566, 0.587, 12
2019,07,05, 11, 2.133, 0.521, 12
2019,07,05, 12, 2.700, 0.143, 12
2019,07,05, 13, 2.787, 0.260, 12
2019,07,05, 14, 2.768, 0.200, 12
2019,07,05, 15, 2.760, 0.104, 12
2019,07,05, 16, 2.420, 0.128, 12
2019,07,05, 17, 1.970, 0.152, 12
2019,07,05, 18, 1.122, 0.413, 12
2019,07,05, 19, 0.601, 0.145, 12
2019,07,05, 20, 0.123, 0.039, 12
2019,07,05, 21, 0.048, 0.018, 12
2019,07,05, 22, 0.012, 0.000,  2
2019,07,06, 06, 0.039, 0.017,  8
2019,07,06, 07, 0.114, 0.033, 12
2019,07,06, 08, 0.434, 0.276, 12
2019,07,06, 09, 1.262, 0.213, 12
2019,07,06, 10, 1.899, 0.158, 12
2019,07,06, 11, 1.899, 0.390, 12
2019,07,06, 12, 2.020, 0.773, 12
2019,07,06, 13, 1.657, 1.081, 12
2019,07,06, 14, 2.224, 0.735, 12
2019,07,06, 15, 1.168, 0.491, 12
2019,07,06, 16, 0.883, 0.262, 12
2019,07,06, 17, 0.443, 0.145, 12
2019,07,06, 18, 0.147, 0.049, 12
2019,07,06, 19, 0.169, 0.083, 12
2019,07,06, 20, 0.057, 0.018, 12
2019,07,06, 21, 0.020, 0.007,  3
2019,07,07, 06, 0.051, 0.021,  9
2019,07,07, 07, 0.190, 0.058, 12
2019,07,07, 08, 0.441, 0.190, 12
2019,07,07, 09, 1.095, 0.292, 12
2019,07,07, 10, 1.510, 0.417, 12
2019,07,07, 11, 1.635, 0.735, 12
2019,07,07, 12, 1.634, 0.774, 12
2019,07,07, 13, 1.588, 0.729, 12
2019,07,07, 14, 1.981, 0.817, 12
2019,07,07, 15, 1.388, 0.288, 12
2019,07,07, 16, 1.336, 0.289, 12
2019,07,07, 17, 1.153, 0.222, 12
2019,07,07, 18, 1.105, 0.406, 12
2019,07,07, 19, 0.653, 0.293, 12
2019,07,07, 20, 0.287, 0.095, 12
2019,07,07, 21, 0.073, 0.036, 12
2019,07,07, 22, 0.012, 0.000,  2
2019,07,08, 06, 0.048, 0.026,  8
2019,07,08, 07, 0.162, 0.064, 12
2019,07,08, 08, 0.440, 0.185, 12
2019,07,08, 09, 0.521, 0.168, 12
2019,07,08, 10, 1.393, 0.724, 12
2019,07,08, 11, 1.983, 0.640, 12
2019,07,08, 12, 0.854, 0.664, 12
2019,07,08, 13, 1.333, 0.540, 12
2019,07,08, 14, 0.831, 0.463, 12
2019,07,08, 15, 0.605, 0.246, 12
2019,07,08, 16, 0.590, 0.524, 12
2019,07,08, 17, 0.237, 0.128, 12
2019,07,08, 18, 0.667, 0.066, 12
2019,07,08, 19, 0.452, 0.214, 12
2019,07,08, 20, 0.216, 0.050, 12
2019,07,08, 21, 0.075, 0.048, 12
2019,07,09, 06, 0.044, 0.015,  6
2019,07,09, 07, 0.190, 0.089, 12
2019,07,09, 08, 0.420, 0.113, 12
2019,07,09, 09, 1.137, 0.406, 12
2019,07,09, 10, 1.195, 0.212, 12
2019,07,09, 11, 2.018, 0.589, 12
2019,07,09, 12, 2.131, 0.646, 12
2019,07,09, 13, 2.172, 0.886, 12
2019,07,09, 14, 2.589, 0.688, 12
2019,07,09, 15, 2.088, 0.771, 12
2019,07,09, 16, 1.736, 0.903, 12
2019,07,09, 17, 1.858, 0.412, 12
2019,07,09, 18, 1.444, 0.248, 12
2019,07,09, 19, 0.683, 0.301, 12
2019,07,09, 20, 0.187, 0.036, 12
2019,07,09, 21, 0.065, 0.032, 12
2019,07,09, 22, 0.012, 0.000,  2
2019,07,10, 06, 0.048, 0.029,  7
2019,07,10, 07, 0.179, 0.043, 12
2019,07,10, 08, 0.288, 0.088, 12
2019,07,10, 09, 0.887, 0.169, 12
2019,07,10, 10, 1.029, 0.143, 12
2019,07,10, 11, 1.959, 0.334, 12
2019,07,10, 12, 1.368, 0.212, 12
2019,07,10, 13, 1.506, 0.344, 12
2019,07,10, 14, 0.747, 0.253, 12
2019,07,10, 15, 0.958, 0.310, 12
2019,07,10, 16, 0.749, 0.190, 12
2019,07,10, 17, 0.496, 0.110, 12
2019,07,10, 18, 0.206, 0.068, 12
2019,07,10, 19, 0.195, 0.031, 12
2019,07,10, 20, 0.157, 0.034, 12
2019,07,10, 21, 0.051, 0.036,  9
2019,07,11, 07, 0.100, 0.035,  9
2019,07,11, 08, 0.343, 0.088, 12
2019,07,11, 09, 0.574, 0.192, 12
2019,07,11, 10, 1.002, 0.097, 12
2019,07,11, 11, 1.063, 0.119, 12
2019,07,11, 12, 1.767, 0.465, 12
2019,07,11, 13, 1.842, 0.366, 12
2019,07,11, 14, 2.028, 0.660, 12
2019,07,11, 15, 1.172, 0.342, 12
2019,07,11, 16, 2.174, 0.488, 12
2019,07,11, 17, 1.773, 0.265, 12
2019,07,11, 18, 0.985, 0.372, 12
2019,07,11, 19, 0.487, 0.132, 12
2019,07,11, 20, 0.251, 0.051, 12
2019,07,11, 21, 0.078, 0.042, 12
2019,07,11, 22, 0.024, 0.000,  1
2019,07,12, 06, 0.065, 0.034,  8
2019,07,12, 07, 0.169, 0.110, 12
2019,07,12, 08, 0.180, 0.124, 12
2019,07,12, 09, 0.386, 0.117, 12
2019,07,12, 10, 1.739, 0.570, 12
2019,07,12, 11, 1.740, 0.902, 12
2019,07,12, 12, 2.665, 0.379, 12
2019,07,12, 13, 1.059, 0.554, 12
2019,07,12, 14, 0.165, 0.127, 11
2019,07,12, 15, 0.274, 0.137, 12
2019,07,12, 16, 1.018, 0.556, 12
2019,07,12, 17, 1.185, 0.213, 12
2019,07,12, 18, 0.648, 0.275, 12
2019,07,12, 19, 0.201, 0.068, 12
2019,07,12, 20, 0.175, 0.094, 12
2019,07,12, 21, 0.039, 0.014, 12
2019,07,12, 22, 0.012, 0.000,  1
2019,07,13, 06, 0.029, 0.007,  5
2019,07,13, 07, 0.077, 0.018, 12
2019,07,13, 08, 0.102, 0.059, 12
2019,07,13, 09, 0.434, 0.070, 12
2019,07,13, 10, 0.951, 0.435, 12
2019,07,13, 11, 1.507, 0.696, 12
2019,07,13, 12, 1.990, 0.659, 12
2019,07,13, 13, 1.036, 0.401, 12
2019,07,13, 14, 0.456, 0.126, 12
2019,07,13, 15, 0.662, 0.160, 12
2019,07,13, 16, 0.911, 0.087, 12
2019,07,13, 17, 0.530, 0.246, 12
2019,07,13, 18, 0.586, 0.079, 12
2019,07,13, 19, 0.358, 0.098, 12
2019,07,13, 20, 0.225, 0.083, 12
2019,07,13, 21, 0.052, 0.035,  9
2019,07,14, 07, 0.063, 0.031, 11
2019,07,14, 08, 0.361, 0.137, 12
2019,07,14, 09, 0.463, 0.133, 12
2019,07,14, 10, 0.466, 0.241, 12
2019,07,14, 11, 0.648, 0.296, 12
2019,07,14, 12, 1.730, 0.769, 12
2019,07,14, 13, 1.011, 0.826, 12
2019,07,14, 14, 1.479, 0.969, 12
2019,07,14, 15, 0.461, 0.228, 12
2019,07,14, 16, 0.554, 0.254, 12
2019,07,14, 17, 0.539, 0.173, 12
2019,07,14, 18, 0.535, 0.114, 12
2019,07,14, 19, 0.308, 0.061, 12
2019,07,14, 20, 0.246, 0.091, 12
2019,07,14, 21, 0.062, 0.028, 12
2019,07,14, 22, 0.012, 0.000,  1
2019,07,15, 07, 0.046, 0.023, 12
2019,07,15, 08, 0.155, 0.044, 12
2019,07,15, 09, 0.287, 0.095, 12
2019,07,15, 10, 0.577, 0.089, 12
2019,07,15, 11, 1.070, 0.604, 12
2019,07,15, 12, 0.742, 0.299, 12
2019,07,15, 13, 0.709, 0.164, 12
2019,07,15, 14, 0.957, 0.292, 12
2019,07,15, 15, 1.072, 0.249, 12
2019,07,15, 16, 1.406, 0.486, 12
2019,07,15, 17, 0.915, 0.232, 12
2019,07,15, 18, 1.101, 0.527, 12
2019,07,15, 19, 0.412, 0.174, 12
2019,07,15, 20, 0.173, 0.067, 12
2019,07,15, 21, 0.056, 0.025, 12
2019,07,16, 07, 0.044, 0.020, 11
2019,07,16, 08, 0.157, 0.054, 12
2019,07,16, 09, 0.317, 0.047, 12
2019,07,16, 10, 0.445, 0.075, 12
2019,07,16, 11, 0.588, 0.075, 12
2019,07,16, 12, 0.705, 0.066, 12
2019,07,16, 13, 1.080, 0.082, 12
2019,07,16, 14, 1.117, 0.152, 12
2019,07,16, 15, 1.060, 0.096, 12
2019,07,16, 16, 1.070, 0.327, 12
2019,07,16, 17, 1.386, 0.420, 12
2019,07,16, 18, 1.128, 0.282, 12
2019,07,16, 19, 0.783, 0.243, 12
2019,07,16, 20, 0.196, 0.063, 12
2019,07,16, 21, 0.063, 0.041, 12
2019,07,16, 22, 0.012, 0.000,  1
2019,07,17, 06, 0.041, 0.023,  7
2019,07,17, 07, 0.145, 0.042, 12
2019,07,17, 08, 0.441, 0.197, 12
2019,07,17, 09, 0.991, 0.311, 12
2019,07,17, 10, 1.808, 0.268, 12
2019,07,17, 11, 1.537, 0.859, 12
2019,07,17, 12, 2.657, 0.170, 12
2019,07,17, 13, 2.555, 0.349, 12
2019,07,17, 14, 2.319, 0.731, 12
2019,07,17, 15, 1.521, 0.604, 12
2019,07,17, 16, 1.419, 0.916, 12
2019,07,17, 17, 0.648, 0.699, 12
2019,07,17, 18, 1.309, 0.235, 12
2019,07,17, 19, 0.464, 0.151, 12
2019,07,17, 20, 0.173, 0.043, 12
2019,07,17, 21, 0.047, 0.028, 11
2019,07,18, 06, 0.036, 0.019,  5
2019,07,18, 07, 0.179, 0.081, 12
2019,07,18, 08, 0.343, 0.175, 12
2019,07,18, 09, 1.130, 0.169, 12
2019,07,18, 10, 1.446, 0.266, 12
2019,07,18, 11, 2.125, 0.258, 12
2019,07,18, 12, 2.476, 0.184, 12
2019,07,18, 13, 2.185, 0.497, 12
2019,07,18, 14, 1.813, 0.366, 12
2019,07,18, 15, 1.448, 0.319, 12
2019,07,18, 16, 1.430, 0.273, 12
2019,07,18, 17, 0.843, 0.099, 12
2019,07,18, 18, 0.624, 0.198, 12
2019,07,18, 19, 0.215, 0.044, 12
2019,07,18, 20, 0.183, 0.106, 12
2019,07,18, 21, 0.022, 0.012,  6
2019,07,19, 06, 0.024, 0.014,  4
2019,07,19, 07, 0.129, 0.045, 12
2019,07,19, 08, 0.527, 0.201, 12
2019,07,19, 09, 0.722, 0.198, 12
2019,07,19, 10, 0.908, 0.647, 12
2019,07,19, 11, 2.234, 0.274, 12
2019,07,19, 12, 2.356, 0.554, 12
2019,07,19, 13, 2.065, 0.552, 12
2019,07,19, 14, 1.799, 0.433, 12
2019,07,19, 15, 1.240, 0.239, 12
2019,07,19, 16, 0.899, 0.200, 12
2019,07,19, 17, 1.235, 0.386, 12
2019,07,19, 18, 0.691, 0.380, 12
2019,07,19, 19, 0.429, 0.142, 12
2019,07,19, 20, 0.152, 0.053, 12
2019,07,19, 21, 0.051, 0.026, 11
2019,07,20, 06, 0.036, 0.026,  4
2019,07,20, 07, 0.160, 0.038, 12
2019,07,20, 08, 0.431, 0.145, 12
2019,07,20, 09, 0.688, 0.208, 12
2019,07,20, 10, 0.850, 0.375, 12
2019,07,20, 11, 1.264, 0.446, 12
2019,07,20, 12, 0.534, 0.353, 12
2019,07,20, 13, 0.768, 0.448, 12
2019,07,20, 14, 0.920, 0.304, 12
2019,07,20, 15, 1.774, 0.690, 12
2019,07,20, 16, 0.906, 0.679, 12
2019,07,20, 17, 1.352, 0.823, 12
2019,07,20, 18, 1.097, 0.564, 12
2019,07,20, 19, 0.666, 0.313, 12
2019,07,20, 20, 0.174, 0.036, 12
2019,07,20, 21, 0.062, 0.033, 12
2019,07,20, 22, 0.012, 0.000,  1
2019,07,21, 06, 0.054, 0.022,  6
2019,07,21, 07, 0.123, 0.034, 12
2019,07,21, 08, 0.475, 0.230, 12
2019,07,21, 09, 0.959, 0.399, 12
2019,07,21, 10, 1.859, 0.207, 12
2019,07,21, 11, 1.844, 0.466, 12
2019,07,21, 12, 1.440, 0.670, 12
2019,07,21, 13, 2.031, 0.640, 12
2019,07,21, 14, 2.315, 0.660, 12
2019,07,21, 15, 2.057, 0.561, 12
2019,07,21, 16, 1.699, 0.509, 12
2019,07,21, 17, 1.304, 0.251, 12
2019,07,21, 18, 1.199, 0.169, 12
2019,07,21, 19, 0.581, 0.212, 12
2019,07,21, 20, 0.203, 0.053, 12
2019,07,21, 21, 0.044, 0.040,  9
2019,07,22, 06, 0.048, 0.027,  5
2019,07,22, 07, 0.126, 0.052, 12
2019,07,22, 08, 0.350, 0.142, 12
2019,07,22, 09, 1.091, 0.160, 12
2019,07,22, 10, 1.719, 0.322, 12
2019,07,22, 11, 1.938, 0.401, 12
2019,07,22, 12, 2.502, 0.279, 12
2019,07,22, 13, 2.609, 0.319, 12
2019,07,22, 14, 2.771, 0.049, 12
2019,07,22, 15, 2.578, 0.099, 12
2019,07,22, 16, 2.348, 0.118, 12
2019,07,22, 17, 1.923, 0.161, 12
2019,07,22, 18, 1.358, 0.186, 12
2019,07,22, 19, 0.595, 0.275, 12
2019,07,22, 20, 0.110, 0.027, 12
2019,07,22, 21, 0.039, 0.020, 11
2019,07,23, 06, 0.026, 0.010,  5
2019,07,23, 07, 0.077, 0.021, 12
2019,07,23, 08, 0.363, 0.276, 12
2019,07,23, 09, 1.182, 0.199, 12
2019,07,23, 10, 1.779, 0.158, 12
2019,07,23, 11, 2.238, 0.112, 12
2019,07,23, 12, 2.507, 0.044, 12
2019,07,23, 13, 2.651, 0.025, 12
2019,07,23, 14, 2.647, 0.014, 12
2019,07,23, 15, 2.543, 0.058, 12
2019,07,23, 16, 2.278, 0.098, 12
2019,07,23, 17, 1.867, 0.147, 12
2019,07,23, 18, 1.307, 0.181, 12
2019,07,23, 19, 0.586, 0.251, 12
2019,07,23, 20, 0.106, 0.026, 12
2019,07,23, 21, 0.037, 0.016, 10
2019,07,24, 06, 0.030, 0.007,  4
2019,07,24, 07, 0.069, 0.024, 12
2019,07,24, 08, 0.395, 0.244, 12
2019,07,24, 09, 1.139, 0.203, 12
2019,07,24, 10, 1.734, 0.150, 12
2019,07,24, 11, 2.123, 0.080, 12
2019,07,24, 12, 2.425, 0.086, 12
2019,07,24, 13, 2.595, 0.025, 12
2019,07,24, 14, 2.588, 0.026, 12
2019,07,24, 15, 2.451, 0.064, 12
2019,07,24, 16, 2.140, 0.120, 12
2019,07,24, 17, 1.703, 0.157, 12
2019,07,24, 18, 1.061, 0.261, 12
2019,07,24, 19, 0.495, 0.156, 12
2019,07,24, 20, 0.165, 0.061, 12
2019,07,24, 21, 0.041, 0.021, 10
2019,07,25, 06, 0.036, 0.017,  4
2019,07,25, 07, 0.120, 0.043, 12
2019,07,25, 08, 0.416, 0.189, 12
2019,07,25, 09, 1.064, 0.183, 12
2019,07,25, 10, 1.610, 0.153, 12
2019,07,25, 11, 2.017, 0.124, 12
2019,07,25, 12, 2.343, 0.060, 12
2019,07,25, 13, 2.465, 0.051, 12
2019,07,25, 14, 2.489, 0.034, 12
2019,07,25, 15, 2.319, 0.075, 12
2019,07,25, 16, 2.042, 0.090, 12
2019,07,25, 17, 1.673, 0.138, 12
2019,07,25, 18, 1.161, 0.150, 12
2019,07,25, 19, 0.505, 0.187, 12
2019,07,25, 20, 0.192, 0.066, 12
2019,07,25, 21, 0.047, 0.026, 10
2019,07,26, 06, 0.048, 0.022,  4
2019,07,26, 07, 0.138, 0.042, 12
2019,07,26, 08, 0.394, 0.184, 12
2019,07,26, 09, 1.071, 0.201, 12
2019,07,26, 10, 1.676, 0.167, 12
2019,07,26, 11, 1.836, 0.296, 12
2019,07,26, 12, 2.455, 0.052, 12
2019,07,26, 13, 2.569, 0.025, 12
2019,07,26, 14, 2.589, 0.015, 12
2019,07,26, 15, 2.462, 0.063, 12
2019,07,26, 16, 2.187, 0.097, 12
2019,07,26, 17, 1.776, 0.154, 12
2019,07,26, 18, 0.916, 0.491, 12
2019,07,26, 19, 0.174, 0.025, 12
2019,07,26, 20, 0.092, 0.025, 12
2019,07,26, 21, 0.022, 0.010,  5
2019,07,27, 06, 0.082, 0.044,  6
2019,07,27, 07, 0.192, 0.041, 12
2019,07,27, 08, 0.318, 0.048, 12
2019,07,27, 09, 0.982, 0.243, 12
2019,07,27, 10, 1.597, 0.177, 12
2019,07,27, 11, 2.135, 0.149, 12
2019,07,27, 12, 2.466, 0.089, 12
2019,07,27, 13, 2.583, 0.084, 12
2019,07,27, 14, 2.511, 0.315, 12
2019,07,27, 15, 1.837, 0.440, 12
2019,07,27, 16, 1.699, 0.463, 12
2019,07,27, 17, 0.981, 0.414, 12
2019,07,27, 18, 0.464, 0.216, 12
2019,07,27, 19, 0.217, 0.070, 12
2019,07,27, 20, 0.094, 0.025, 12
2019,07,27, 21, 0.036, 0.023,  8
2019,07,28, 06, 0.044, 0.014,  3
2019,07,28, 07, 0.141, 0.075, 12
2019,07,28, 08, 0.450, 0.136, 12
2019,07,28, 09, 0.906, 0.314, 12
2019,07,28, 10, 1.715, 0.177, 12
2019,07,28, 11, 1.913, 0.246, 12
2019,07,28, 12, 1.314, 0.537, 12
2019,07,28, 13, 0.840, 0.132, 12
2019,07,28, 14, 1.328, 0.290, 12
2019,07,28, 15, 1.937, 0.543, 12
2019,07,28, 16, 0.734, 0.266, 12
2019,07,28, 17, 0.480, 0.123, 12
2019,07,28, 18, 0.209, 0.090, 12
2019,07,28, 19, 0.082, 0.033, 12
2019,07,28, 20, 0.055, 0.026, 12
2019,07,28, 21, 0.012, 0.000,  2
2019,07,29, 06, 0.024, 0.000,  1
2019,07,29, 07, 0.080, 0.033, 12
2019,07,29, 08, 0.382, 0.254, 12
2019,07,29, 09, 1.168, 0.204, 12
2019,07,29, 10, 1.806, 0.179, 12
2019,07,29, 11, 2.280, 0.113, 12
2019,07,29, 12, 2.566, 0.071, 12
2019,07,29, 13, 2.796, 0.083, 12
2019,07,29, 14, 1.608, 0.727, 12
2019,07,29, 15, 2.225, 0.589, 12
2019,07,29, 16, 2.066, 0.469, 12
2019,07,29, 17, 1.838, 0.276, 12
2019,07,29, 18, 1.360, 0.167, 12
2019,07,29, 19, 0.609, 0.276, 12
2019,07,29, 20, 0.171, 0.049, 12
2019,07,29, 21, 0.046, 0.027, 10
2019,07,30, 06, 0.024, 0.012,  3
2019,07,30, 07, 0.085, 0.030, 12
2019,07,30, 08, 0.381, 0.246, 12
2019,07,30, 09, 1.140, 0.204, 12
2019,07,30, 10, 1.761, 0.165, 12
2019,07,30, 11, 2.231, 0.120, 12
2019,07,30, 12, 2.553, 0.067, 12
2019,07,30, 13, 2.716, 0.059, 12
2019,07,30, 14, 2.338, 0.676, 12
2019,07,30, 15, 2.529, 0.396, 12
2019,07,30, 16, 1.356, 0.868, 12
2019,07,30, 17, 0.613, 0.306, 12
2019,07,30, 18, 0.563, 0.297, 12
2019,07,30, 19, 0.487, 0.157, 12
2019,07,30, 20, 0.182, 0.077, 12
2019,07,30, 21, 0.039, 0.022,  7
2019,07,31, 06, 0.018, 0.008,  2
2019,07,31, 07, 0.073, 0.033, 12
2019,07,31, 08, 0.191, 0.057, 12
2019,07,31, 09, 0.794, 0.242, 12
2019,07,31, 10, 1.658, 0.366, 12
2019,07,31, 11, 1.315, 0.473, 12
2019,07,31, 12, 1.374, 0.754, 12
2019,07,31, 13, 1.518, 0.673, 12
2019,07,31, 14, 1.998, 0.851, 12
2019,07,31, 15, 2.046, 0.413, 12
2019,07,31, 16, 1.474, 0.826, 12
2019,07,31, 17, 0.502, 0.087, 12
2019,07,31, 18, 0.443, 0.072, 12
2019,07,31, 19, 0.286, 0.027, 12
2019,07,31, 20, 0.122, 0.056, 12
2019,07,31, 21, 0.031, 0.014,  7
2019,08,01, 06, 0.018, 0.008,  2
2019,08,01, 07, 0.068, 0.026, 12
2019,08,01, 08, 0.268, 0.081, 12
2019,08,01, 09, 0.641, 0.109, 12
2019,08,01, 10, 1.097, 0.287, 12
2019,08,01, 11, 1.856, 0.316, 12
2019,08,01, 12, 1.592, 0.864, 12
2019,08,01, 13, 1.399, 0.542, 12
2019,08,01, 14, 0.803, 0.448, 12
2019,08,01, 15, 0.797, 0.200, 12
2019,08,01, 16, 0.813, 0.427, 12
2019,08,01, 17, 0.589, 0.331, 12
2019,08,01, 18, 1.008, 0.514, 12
2019,08,01, 19, 0.467, 0.183, 12
2019,08,01, 20, 0.161, 0.048, 12
2019,08,01, 21, 0.055, 0.047,  9
2019,08,02, 07, 0.076, 0.047, 12
2019,08,02, 08, 0.413, 0.186, 12
2019,08,02, 09, 0.897, 0.337, 12
2019,08,02, 10, 1.081, 0.422, 12
2019,08,02, 11, 1.096, 0.335, 12
2019,08,02, 12, 0.969, 0.670, 12
2019,08,02, 13, 1.343, 0.895, 12
2019,08,02, 14, 0.578, 0.536, 12
2019,08,02, 15, 1.068, 0.888, 12
2019,08,02, 16, 0.395, 0.235, 12
2019,08,02, 17, 0.408, 0.162, 12
2019,08,02, 18, 0.550, 0.206, 12
2019,08,02, 19, 0.464, 0.250, 12
2019,08,02, 20, 0.177, 0.086, 12
2019,08,02, 21, 0.043, 0.021,  8
2019,08,03, 06, 0.018, 0.008,  2
2019,08,03, 07, 0.111, 0.064, 12
2019,08,03, 08, 0.244, 0.046, 12
2019,08,03, 09, 0.396, 0.069, 12
2019,08,03, 10, 0.377, 0.072, 12
2019,08,03, 11, 0.797, 0.144, 12
2019,08,03, 12, 0.371, 0.178, 12
2019,08,03, 13, 0.461, 0.259, 12
2019,08,03, 14, 0.845, 0.169, 12
2019,08,03, 15, 0.975, 0.224, 12
2019,08,03, 16, 0.623, 0.080, 12
2019,08,03, 17, 0.489, 0.095, 12
2019,08,03, 18, 0.486, 0.046, 12
2019,08,03, 19, 0.338, 0.026, 12
2019,08,03, 20, 0.141, 0.063, 12
2019,08,03, 21, 0.031, 0.018,  5
2019,08,04, 06, 0.018, 0.008,  2
2019,08,04, 07, 0.087, 0.037, 12
2019,08,04, 08, 0.393, 0.226, 12
2019,08,04, 09, 1.166, 0.223, 12
2019,08,04, 10, 1.459, 0.316, 12
2019,08,04, 11, 1.318, 0.490, 12
2019,08,04, 12, 1.570, 0.764, 12
2019,08,04, 13, 1.913, 0.607, 12
2019,08,04, 14, 2.029, 0.516, 12
2019,08,04, 15, 2.038, 0.530, 12
2019,08,04, 16, 1.730, 0.568, 12
2019,08,04, 17, 1.460, 0.296, 12
2019,08,04, 18, 0.954, 0.341, 12
2019,08,04, 19, 0.490, 0.132, 12
2019,08,04, 20, 0.155, 0.059, 12
2019,08,04, 21, 0.020, 0.014,  3
2019,08,05, 07, 0.024, 0.021,  3
2019,08,05, 08, 0.148, 0.051, 12
2019,08,05, 09, 0.411, 0.130, 12
2019,08,05, 10, 0.685, 0.139, 12
2019,08,05, 11, 1.430, 0.330, 12
2019,08,05, 12, 2.556, 0.251, 12
2019,08,05, 13, 2.823, 0.071, 12
2019,08,05, 14, 2.641, 0.215, 12
2019,08,05, 15, 2.303, 0.488, 12
2019,08,05, 16, 2.170, 0.359, 12
2019,08,05, 17, 1.616, 0.392, 12
2019,08,05, 18, 1.090, 0.391, 12
2019,08,05, 19, 0.429, 0.139, 12
2019,08,05, 20, 0.124, 0.073, 12
