year,mo,dy, hr, Pmean, Pstdv,  n
2017,01,27, 09, 0.090, 0.058, 12
2017,01,27, 10, 0.341, 0.120, 12
2017,01,27, 11, 0.858, 0.209, 12
2017,01,27, 12, 1.445, 0.136, 12
2017,01,27, 13, 1.257, 0.203, 12
2017,01,27, 14, 0.810, 0.110, 12
2017,01,27, 15, 0.428, 0.093, 12
2017,01,27, 16, 0.208, 0.064, 12
2017,01,27, 17, 0.038, 0.023,  5
2017,01,28, 09, 0.238, 0.224, 11
2017,01,28, 10, 0.439, 0.174, 12
2017,01,28, 11, 0.572, 0.034, 12
2017,01,28, 12, 0.516, 0.080, 12
2017,01,28, 13, 0.679, 0.198, 12
2017,01,28, 14, 0.805, 0.200, 12
2017,01,28, 15, 0.570, 0.140, 12
2017,01,28, 16, 0.436, 0.221, 12
2017,01,28, 17, 0.048, 0.023,  8
2017,01,29, 09, 0.076, 0.065,  9
2017,01,29, 10, 0.487, 0.315, 12
2017,01,29, 11, 0.541, 0.248, 12
2017,01,29, 12, 0.528, 0.165, 12
2017,01,29, 13, 1.251, 0.420, 12
2017,01,29, 14, 1.211, 0.446, 12
2017,01,29, 15, 1.024, 0.339, 12
2017,01,29, 16, 0.632, 0.388, 12
2017,01,29, 17, 0.152, 0.131,  9
2017,01,30, 09, 0.018, 0.007,  4
2017,01,30, 10, 0.063, 0.026, 12
2017,01,30, 11, 0.094, 0.017, 12
2017,01,30, 12, 0.191, 0.117, 12
2017,01,30, 13, 0.336, 0.203, 12
2017,01,30, 14, 0.094, 0.023, 12
2017,01,30, 15, 0.088, 0.048, 12
2017,01,30, 16, 0.047, 0.041, 11
2017,01,31, 09, 0.040, 0.019,  9
2017,01,31, 10, 0.075, 0.017, 12
2017,01,31, 11, 0.134, 0.051, 12
2017,01,31, 12, 0.196, 0.048, 12
2017,01,31, 13, 0.329, 0.037, 12
2017,01,31, 14, 0.196, 0.055, 12
2017,01,31, 15, 0.107, 0.017, 12
2017,01,31, 16, 0.055, 0.025, 12
2017,01,31, 17, 0.012, 0.000,  1
2017,02,01, 08, 0.024, 0.017,  4
2017,02,01, 09, 0.340, 0.198, 12
2017,02,01, 10, 1.137, 0.183, 12
2017,02,01, 11, 1.322, 0.497, 12
2017,02,01, 12, 1.177, 0.567, 12
2017,02,01, 13, 0.438, 0.065, 12
2017,02,01, 14, 0.526, 0.083, 12
2017,02,01, 15, 0.282, 0.066, 12
2017,02,01, 16, 0.120, 0.045, 12
2017,02,01, 17, 0.034, 0.014,  6
2017,02,02, 08, 0.024, 0.000,  1
2017,02,02, 09, 0.143, 0.103, 12
2017,02,02, 10, 0.697, 0.382, 12
2017,02,02, 11, 0.682, 0.149, 12
2017,02,02, 12, 1.072, 0.396, 12
2017,02,02, 13, 1.415, 0.745, 12
2017,02,02, 14, 1.379, 0.681, 12
2017,02,02, 15, 0.519, 0.163, 12
2017,02,02, 16, 0.556, 0.252, 12
2017,02,02, 17, 0.102, 0.080,  8
2017,02,03, 09, 0.026, 0.022,  7
2017,02,03, 10, 0.156, 0.036, 12
2017,02,03, 11, 0.399, 0.085, 12
2017,02,03, 12, 0.546, 0.152, 12
2017,02,03, 13, 0.772, 0.395, 12
2017,02,03, 14, 0.833, 0.615, 12
2017,02,03, 15, 0.111, 0.034, 12
2017,02,03, 16, 0.084, 0.023, 12
2017,02,03, 17, 0.036, 0.015,  9
2017,02,04, 08, 0.054, 0.025,  2
2017,02,04, 09, 0.247, 0.098, 12
2017,02,04, 10, 0.371, 0.083, 12
2017,02,04, 11, 0.386, 0.075, 12
2017,02,04, 12, 0.509, 0.056, 12
2017,02,04, 13, 0.406, 0.039, 12
2017,02,04, 14, 0.225, 0.087, 12
2017,02,04, 15, 0.123, 0.044, 12
2017,02,04, 16, 0.040, 0.012, 12
2017,02,04, 17, 0.016, 0.007,  3
2017,02,05, 09, 0.084, 0.069,  9
2017,02,05, 10, 0.214, 0.067, 12
2017,02,05, 11, 0.381, 0.227, 12
2017,02,05, 12, 1.030, 0.302, 12
2017,02,05, 13, 1.580, 0.297, 12
2017,02,05, 14, 1.703, 0.306, 12
2017,02,05, 15, 1.274, 0.278, 12
2017,02,05, 16, 0.441, 0.136, 12
2017,02,05, 17, 0.086, 0.064, 10
2017,02,06, 09, 0.052, 0.022,  9
2017,02,06, 10, 0.079, 0.008, 12
2017,02,06, 11, 0.171, 0.092, 12
2017,02,06, 12, 0.853, 0.328, 12
2017,02,06, 13, 1.194, 0.331, 12
2017,02,06, 14, 0.382, 0.089, 12
2017,02,06, 15, 0.253, 0.076, 12
2017,02,06, 16, 0.104, 0.025, 12
2017,02,06, 17, 0.034, 0.014,  6
2017,02,07, 09, 0.024, 0.010,  4
2017,02,07, 10, 0.102, 0.045, 12
2017,02,07, 11, 0.246, 0.051, 12
2017,02,07, 12, 0.146, 0.036, 12
2017,02,07, 13, 0.117, 0.033, 12
2017,02,07, 14, 0.099, 0.022, 12
2017,02,07, 15, 0.063, 0.012, 12
2017,02,07, 16, 0.043, 0.024, 12
2017,02,07, 17, 0.050, 0.033,  8
2017,02,08, 09, 0.026, 0.010,  5
2017,02,08, 10, 0.037, 0.013, 12
2017,02,08, 11, 0.122, 0.038, 12
2017,02,08, 12, 0.088, 0.027, 12
2017,02,08, 13, 0.202, 0.067, 12
2017,02,08, 14, 0.210, 0.043, 12
2017,02,08, 15, 0.173, 0.036, 12
2017,02,08, 16, 0.052, 0.024, 12
2017,02,08, 17, 0.024, 0.009,  8
2017,02,09, 09, 0.024, 0.012,  5
2017,02,09, 10, 0.094, 0.036, 12
2017,02,09, 11, 0.178, 0.019, 12
2017,02,09, 12, 0.232, 0.021, 12
2017,02,09, 13, 0.254, 0.012, 12
2017,02,09, 14, 0.265, 0.032, 12
2017,02,09, 15, 0.225, 0.015, 12
2017,02,09, 16, 0.168, 0.035, 12
2017,02,09, 17, 0.047, 0.031, 10
2017,02,10, 09, 0.028, 0.016,  6
2017,02,10, 10, 0.061, 0.015, 12
2017,02,10, 11, 0.199, 0.061, 12
2017,02,10, 12, 0.307, 0.153, 12
2017,02,10, 13, 0.281, 0.181, 12
2017,02,10, 14, 0.079, 0.026, 12
2017,02,10, 15, 0.057, 0.016, 12
2017,02,10, 16, 0.040, 0.012, 12
2017,02,10, 17, 0.021, 0.011,  8
2017,02,11, 10, 0.012, 0.000,  7
2017,02,11, 12, 0.012, 0.000,  1
2017,02,11, 13, 0.017, 0.006,  8
2017,02,11, 14, 0.048, 0.020, 12
2017,02,11, 15, 0.027, 0.018,  9
2017,02,11, 16, 0.016, 0.006,  6
2017,02,11, 17, 0.012, 0.000,  5
2017,02,12, 11, 0.027, 0.013,  7
2017,02,12, 12, 0.036, 0.010, 12
2017,02,12, 13, 0.087, 0.057, 12
2017,02,12, 14, 0.116, 0.050, 12
2017,02,12, 15, 0.176, 0.037, 12
2017,02,12, 16, 0.384, 0.140, 12
2017,02,12, 17, 0.194, 0.133, 12
2017,02,12, 18, 0.012, 0.000,  2
2017,02,13, 08, 0.048, 0.033,  5
2017,02,13, 09, 0.367, 0.199, 12
2017,02,13, 10, 1.117, 0.190, 12
2017,02,13, 11, 1.771, 0.206, 12
2017,02,13, 12, 2.243, 0.064, 12
2017,02,13, 13, 2.296, 0.031, 12
2017,02,13, 14, 1.993, 0.182, 12
2017,02,13, 15, 1.640, 0.121, 12
2017,02,13, 16, 1.067, 0.228, 12
2017,02,13, 17, 0.321, 0.217, 12
2017,02,13, 18, 0.018, 0.008,  2
2017,02,14, 08, 0.112, 0.083,  6
2017,02,14, 09, 0.584, 0.246, 12
2017,02,14, 10, 1.332, 0.154, 12
2017,02,14, 11, 1.751, 0.201, 12
2017,02,14, 12, 2.221, 0.062, 12
2017,02,14, 13, 2.266, 0.024, 12
2017,02,14, 14, 1.977, 0.176, 12
2017,02,14, 15, 1.526, 0.108, 12
2017,02,14, 16, 1.086, 0.224, 12
2017,02,14, 17, 0.319, 0.221, 12
2017,02,14, 18, 0.018, 0.008,  2
2017,02,15, 08, 0.115, 0.082,  7
2017,02,15, 09, 0.609, 0.256, 12
2017,02,15, 10, 1.350, 0.153, 12
2017,02,15, 11, 1.804, 0.133, 12
2017,02,15, 12, 2.106, 0.039, 12
2017,02,15, 13, 2.172, 0.018, 12
2017,02,15, 14, 1.909, 0.133, 12
2017,02,15, 15, 1.228, 0.591, 12
2017,02,15, 16, 0.856, 0.291, 12
2017,02,15, 17, 0.185, 0.122, 12
2017,02,15, 18, 0.042, 0.008,  2
2017,02,16, 08, 0.074, 0.041,  6
2017,02,16, 09, 0.429, 0.166, 12
2017,02,16, 10, 0.821, 0.304, 12
2017,02,16, 11, 0.257, 0.081, 12
2017,02,16, 12, 0.394, 0.150, 12
2017,02,16, 13, 0.431, 0.219, 12
2017,02,16, 14, 0.506, 0.214, 12
2017,02,16, 15, 0.374, 0.394, 12
2017,02,16, 16, 0.274, 0.213, 12
2017,02,16, 17, 0.131, 0.195, 12
2017,02,16, 18, 0.012, 0.000,  1
2017,02,17, 09, 0.032, 0.013, 11
2017,02,17, 10, 0.069, 0.024, 12
2017,02,17, 11, 0.219, 0.104, 12
2017,02,17, 12, 0.368, 0.256, 12
2017,02,17, 13, 0.399, 0.257, 12
2017,02,17, 14, 0.762, 0.725, 12
2017,02,17, 15, 0.683, 0.532, 12
2017,02,17, 16, 0.160, 0.145, 12
2017,02,17, 17, 0.027, 0.019, 11
2017,02,18, 08, 0.024, 0.000,  2
2017,02,18, 09, 0.088, 0.037, 12
2017,02,18, 10, 0.475, 0.116, 12
2017,02,18, 11, 0.671, 0.071, 12
2017,02,18, 12, 1.103, 0.261, 12
2017,02,18, 13, 1.590, 0.307, 12
2017,02,18, 14, 0.642, 0.385, 12
2017,02,18, 15, 0.904, 0.417, 12
2017,02,18, 16, 0.404, 0.356, 12
2017,02,18, 17, 0.095, 0.027, 12
2017,02,18, 18, 0.020, 0.007,  3
2017,02,19, 08, 0.034, 0.019,  6
2017,02,19, 09, 0.132, 0.075, 12
2017,02,19, 10, 0.078, 0.036, 12
2017,02,19, 11, 0.161, 0.054, 12
2017,02,19, 12, 0.119, 0.023, 12
2017,02,19, 13, 0.161, 0.045, 12
2017,02,19, 14, 0.168, 0.033, 12
2017,02,19, 15, 0.199, 0.088, 12
2017,02,19, 16, 0.100, 0.025, 12
2017,02,19, 17, 0.177, 0.061, 12
2017,02,19, 18, 0.042, 0.025,  2
2017,02,20, 08, 0.018, 0.008,  2
2017,02,20, 09, 0.041, 0.010, 12
2017,02,20, 10, 0.058, 0.016, 12
2017,02,20, 11, 0.162, 0.046, 12
2017,02,20, 12, 0.129, 0.024, 12
2017,02,20, 13, 0.186, 0.030, 12
2017,02,20, 14, 0.196, 0.035, 12
2017,02,20, 15, 0.129, 0.025, 12
2017,02,20, 16, 0.077, 0.014, 12
2017,02,20, 17, 0.020, 0.013,  9
2017,02,21, 08, 0.062, 0.040,  7
2017,02,21, 09, 0.324, 0.114, 12
2017,02,21, 10, 0.539, 0.192, 12
2017,02,21, 11, 0.874, 0.422, 12
2017,02,21, 12, 1.695, 0.465, 12
2017,02,21, 13, 1.676, 0.494, 12
2017,02,21, 14, 1.609, 0.148, 12
2017,02,21, 15, 1.453, 0.392, 12
2017,02,21, 16, 0.975, 0.203, 12
2017,02,21, 17, 0.328, 0.194, 12
2017,02,21, 18, 0.039, 0.018,  4
2017,02,22, 09, 0.029, 0.012,  9
2017,02,22, 10, 0.073, 0.038, 12
2017,02,22, 11, 0.074, 0.022, 12
2017,02,22, 12, 0.092, 0.037, 12
2017,02,22, 13, 0.107, 0.031, 12
2017,02,22, 14, 0.147, 0.049, 12
2017,02,22, 15, 0.057, 0.020, 12
2017,02,22, 16, 0.021, 0.011, 11
2017,02,22, 17, 0.021, 0.008,  8
2017,02,22, 18, 0.012, 0.000,  1
2017,02,23, 09, 0.038, 0.018, 10
2017,02,23, 10, 0.041, 0.012, 12
2017,02,23, 11, 0.113, 0.058, 12
2017,02,23, 12, 0.189, 0.034, 12
2017,02,23, 13, 0.231, 0.087, 12
2017,02,23, 14, 0.477, 0.469, 12
2017,02,23, 15, 0.507, 0.424, 12
2017,02,23, 16, 0.148, 0.102, 12
2017,02,23, 17, 0.028, 0.012,  9
2017,02,24, 08, 0.148, 0.131,  9
2017,02,24, 09, 0.895, 0.427, 12
2017,02,24, 10, 1.681, 0.287, 12
2017,02,24, 11, 1.978, 0.220, 12
2017,02,24, 12, 1.297, 1.026, 12
2017,02,24, 13, 1.340, 0.748, 12
2017,02,24, 14, 1.036, 0.789, 12
2017,02,24, 15, 1.138, 0.798, 12
2017,02,24, 16, 0.823, 0.428, 12
2017,02,24, 17, 0.333, 0.320, 12
2017,02,24, 18, 0.074, 0.045,  6
2017,02,25, 08, 0.246, 0.141, 10
2017,02,25, 09, 0.585, 0.208, 12
2017,02,25, 10, 0.466, 0.146, 12
2017,02,25, 11, 0.692, 0.285, 12
2017,02,25, 12, 0.572, 0.049, 12
2017,02,25, 13, 0.443, 0.102, 12
2017,02,25, 14, 0.199, 0.015, 12
2017,02,25, 15, 0.352, 0.196, 12
2017,02,25, 16, 0.261, 0.054, 12
2017,02,25, 17, 0.160, 0.029, 12
2017,02,25, 18, 0.057, 0.040,  4
2017,02,26, 08, 0.016, 0.007,  3
2017,02,26, 09, 0.142, 0.095, 12
2017,02,26, 10, 0.144, 0.027, 12
2017,02,26, 11, 0.210, 0.034, 12
2017,02,26, 12, 0.234, 0.042, 12
2017,02,26, 13, 0.304, 0.051, 12
2017,02,26, 14, 0.256, 0.034, 12
2017,02,26, 15, 0.190, 0.042, 12
2017,02,26, 16, 0.127, 0.020, 12
2017,02,26, 17, 0.073, 0.044, 12
2017,02,26, 18, 0.012, 0.000,  1
2017,02,27, 08, 0.041, 0.012,  7
2017,02,27, 09, 0.157, 0.054, 12
2017,02,27, 10, 0.941, 0.678, 12
2017,02,27, 11, 0.914, 0.335, 12
2017,02,27, 12, 0.345, 0.127, 12
2017,02,27, 13, 0.200, 0.032, 12
2017,02,27, 14, 0.217, 0.067, 12
2017,02,27, 15, 0.108, 0.044, 12
2017,02,27, 16, 0.036, 0.019, 11
2017,02,27, 17, 0.030, 0.029,  4
2017,02,28, 08, 0.063, 0.035, 11
2017,02,28, 09, 0.157, 0.073, 12
2017,02,28, 10, 0.462, 0.221, 12
2017,02,28, 11, 0.350, 0.120, 12
2017,02,28, 12, 0.649, 0.225, 12
2017,02,28, 13, 0.943, 0.760, 12
2017,02,28, 14, 0.592, 0.424, 12
2017,02,28, 15, 0.661, 0.729, 12
2017,02,28, 16, 0.049, 0.030,  9
2017,02,28, 17, 0.206, 0.151, 12
2017,02,28, 18, 0.163, 0.148,  5
2017,03,01, 08, 0.039, 0.017,  7
2017,03,01, 09, 0.125, 0.062, 12
2017,03,01, 10, 0.683, 0.410, 12
2017,03,01, 11, 0.479, 0.396, 12
2017,03,01, 12, 0.604, 0.247, 12
2017,03,01, 13, 0.991, 0.568, 12
2017,03,01, 14, 2.207, 0.612, 12
2017,03,01, 15, 0.733, 0.634, 12
2017,03,01, 16, 0.285, 0.207, 12
2017,03,01, 17, 0.151, 0.053, 12
2017,03,01, 18, 0.021, 0.018,  4
2017,03,02, 08, 0.060, 0.000,  1
2017,03,02, 09, 0.094, 0.025, 12
2017,03,02, 10, 0.121, 0.036, 12
2017,03,02, 11, 0.281, 0.082, 12
2017,03,02, 12, 0.253, 0.066, 12
2017,03,02, 13, 0.449, 0.126, 12
2017,03,02, 14, 0.417, 0.114, 12
2017,03,02, 15, 0.296, 0.136, 12
2017,03,02, 16, 0.574, 0.335, 12
2017,03,02, 17, 0.085, 0.062, 12
2017,03,03, 08, 0.223, 0.095, 12
2017,03,03, 09, 0.596, 0.118, 12
2017,03,03, 10, 0.753, 0.190, 12
2017,03,03, 11, 1.062, 0.169, 12
2017,03,03, 12, 1.144, 0.532, 12
2017,03,03, 13, 0.559, 0.218, 12
2017,03,03, 14, 0.319, 0.163, 12
2017,03,03, 15, 0.119, 0.037, 12
2017,03,03, 16, 0.246, 0.066, 12
2017,03,03, 17, 0.094, 0.071, 11
2017,03,03, 18, 0.036, 0.017,  2
2017,03,04, 08, 0.071, 0.032, 10
2017,03,04, 09, 0.087, 0.031, 12
2017,03,04, 10, 0.424, 0.246, 12
2017,03,04, 11, 1.224, 0.422, 12
2017,03,04, 12, 0.959, 0.226, 12
2017,03,04, 13, 1.129, 0.442, 12
2017,03,04, 14, 0.522, 0.300, 12
2017,03,04, 15, 0.171, 0.056, 12
2017,03,04, 16, 0.168, 0.085, 12
2017,03,04, 17, 0.116, 0.065, 12
2017,03,04, 18, 0.047, 0.031,  8
2017,03,05, 08, 0.153, 0.111, 12
2017,03,05, 09, 1.054, 0.323, 12
2017,03,05, 10, 1.738, 0.457, 12
2017,03,05, 11, 2.103, 0.561, 12
2017,03,05, 12, 2.074, 0.547, 12
2017,03,05, 13, 1.683, 0.608, 12
2017,03,05, 14, 1.265, 0.780, 12
2017,03,05, 15, 0.244, 0.112, 12
2017,03,05, 16, 0.142, 0.042, 12
2017,03,05, 17, 0.066, 0.033, 12
2017,03,05, 18, 0.012, 0.000,  3
2017,03,06, 08, 0.020, 0.007,  3
2017,03,06, 09, 0.047, 0.017, 12
2017,03,06, 10, 0.113, 0.042, 12
2017,03,06, 11, 0.497, 0.575, 12
2017,03,06, 12, 1.399, 0.479, 12
2017,03,06, 13, 0.523, 0.078, 12
2017,03,06, 14, 0.227, 0.075, 12
2017,03,06, 15, 0.282, 0.057, 12
2017,03,06, 16, 0.182, 0.063, 12
2017,03,06, 17, 0.130, 0.036, 12
2017,03,06, 18, 0.071, 0.037,  8
2017,03,07, 08, 0.036, 0.022,  9
2017,03,07, 09, 0.130, 0.026, 12
2017,03,07, 10, 0.220, 0.038, 12
2017,03,07, 11, 0.193, 0.068, 12
2017,03,07, 12, 0.508, 0.096, 12
2017,03,07, 13, 0.678, 0.113, 12
2017,03,07, 14, 0.698, 0.268, 12
2017,03,07, 15, 0.773, 0.440, 12
2017,03,07, 16, 0.261, 0.240, 12
2017,03,07, 17, 0.133, 0.077, 12
2017,03,07, 18, 0.159, 0.115,  9
2017,03,08, 08, 0.012, 0.000,  3
2017,03,08, 09, 0.023, 0.010, 12
2017,03,08, 10, 0.086, 0.024, 12
2017,03,08, 11, 0.174, 0.049, 12
2017,03,08, 12, 0.175, 0.025, 12
2017,03,08, 13, 0.216, 0.044, 12
2017,03,08, 14, 0.214, 0.059, 12
2017,03,08, 15, 0.181, 0.050, 12
2017,03,08, 16, 0.077, 0.027, 12
2017,03,08, 17, 0.037, 0.015, 10
2017,03,08, 18, 0.012, 0.000,  2
2017,03,09, 08, 0.046, 0.028, 10
2017,03,09, 09, 0.130, 0.099, 12
2017,03,09, 10, 0.272, 0.071, 12
2017,03,09, 11, 0.263, 0.047, 12
2017,03,09, 12, 0.283, 0.125, 12
2017,03,09, 13, 0.501, 0.245, 12
2017,03,09, 14, 0.375, 0.242, 12
2017,03,09, 15, 1.126, 0.490, 12
2017,03,09, 16, 1.197, 0.447, 12
2017,03,09, 17, 0.859, 0.206, 12
2017,03,09, 18, 0.181, 0.149, 10
2017,03,10, 07, 0.024, 0.012,  3
2017,03,10, 08, 0.155, 0.075, 12
2017,03,10, 09, 0.597, 0.120, 12
2017,03,10, 10, 1.646, 0.473, 12
2017,03,10, 11, 2.462, 0.078, 12
2017,03,10, 12, 2.705, 0.062, 12
2017,03,10, 13, 2.738, 0.099, 12
2017,03,10, 14, 1.638, 0.559, 12
2017,03,10, 15, 0.990, 0.314, 12
2017,03,10, 16, 0.924, 0.274, 12
2017,03,10, 17, 0.389, 0.171, 12
2017,03,10, 18, 0.114, 0.091, 10
2017,03,11, 07, 0.078, 0.041,  4
2017,03,11, 08, 0.484, 0.207, 12
2017,03,11, 09, 1.030, 0.080, 12
2017,03,11, 10, 1.274, 0.079, 12
2017,03,11, 11, 1.591, 0.170, 12
2017,03,11, 12, 1.399, 0.151, 12
2017,03,11, 13, 1.819, 0.242, 12
2017,03,11, 14, 1.458, 0.340, 12
2017,03,11, 15, 0.758, 0.099, 12
2017,03,11, 16, 0.520, 0.088, 12
2017,03,11, 17, 0.287, 0.062, 12
2017,03,11, 18, 0.086, 0.060, 11
2017,03,12, 07, 0.024, 0.012,  3
2017,03,12, 08, 0.264, 0.192, 12
2017,03,12, 09, 1.154, 0.291, 12
2017,03,12, 10, 1.878, 0.189, 12
2017,03,12, 11, 2.391, 0.104, 12
2017,03,12, 12, 2.665, 0.059, 12
2017,03,12, 13, 2.658, 0.078, 12
2017,03,12, 14, 2.451, 0.180, 12
2017,03,12, 15, 2.142, 0.163, 12
2017,03,12, 16, 1.488, 0.267, 12
2017,03,12, 17, 0.780, 0.210, 12
2017,03,12, 18, 0.220, 0.167, 12
2017,03,13, 07, 0.062, 0.036,  5
2017,03,13, 08, 0.279, 0.126, 12
2017,03,13, 09, 1.371, 0.376, 12
2017,03,13, 10, 1.559, 0.194, 12
2017,03,13, 11, 1.745, 0.208, 12
2017,03,13, 12, 1.967, 0.099, 12
2017,03,13, 13, 1.996, 0.231, 12
2017,03,13, 14, 1.118, 0.446, 12
2017,03,13, 15, 0.474, 0.203, 12
2017,03,13, 16, 0.478, 0.118, 12
2017,03,13, 17, 0.427, 0.123, 12
2017,03,13, 18, 0.134, 0.106, 11
2017,03,14, 07, 0.024, 0.000,  1
2017,03,14, 08, 0.164, 0.092, 12
2017,03,14, 09, 0.659, 0.504, 12
2017,03,14, 10, 1.860, 0.208, 12
2017,03,14, 11, 2.390, 0.176, 12
2017,03,14, 12, 2.593, 0.053, 12
2017,03,14, 13, 2.456, 0.107, 12
2017,03,14, 14, 2.375, 0.151, 12
2017,03,14, 15, 1.468, 0.559, 12
2017,03,14, 16, 0.688, 0.130, 12
2017,03,14, 17, 0.228, 0.110, 12
2017,03,14, 18, 0.036, 0.014,  7
2017,03,15, 07, 0.024, 0.012,  3
2017,03,15, 08, 0.182, 0.080, 12
2017,03,15, 09, 0.502, 0.168, 12
2017,03,15, 10, 1.428, 0.684, 12
2017,03,15, 11, 1.994, 0.295, 12
2017,03,15, 12, 2.273, 0.369, 12
2017,03,15, 13, 2.643, 0.229, 12
2017,03,15, 14, 2.557, 0.097, 12
2017,03,15, 15, 2.186, 0.131, 12
2017,03,15, 16, 1.591, 0.209, 12
2017,03,15, 17, 0.838, 0.235, 12
2017,03,15, 18, 0.183, 0.135, 12
2017,03,15, 19, 0.012, 0.000,  1
2017,03,16, 07, 0.072, 0.065,  6
2017,03,16, 08, 0.548, 0.232, 12
2017,03,16, 09, 1.372, 0.233, 12
2017,03,16, 10, 1.891, 0.208, 12
2017,03,16, 11, 2.284, 0.112, 12
2017,03,16, 12, 2.651, 0.033, 12
2017,03,16, 13, 2.707, 0.026, 12
2017,03,16, 14, 2.532, 0.084, 12
2017,03,16, 15, 2.123, 0.170, 12
2017,03,16, 16, 1.497, 0.195, 12
2017,03,16, 17, 0.773, 0.215, 12
2017,03,16, 18, 0.187, 0.129, 12
2017,03,16, 19, 0.012, 0.000,  1
2017,03,17, 07, 0.030, 0.025,  2
2017,03,17, 08, 0.174, 0.091, 12
2017,03,17, 09, 0.622, 0.343, 12
2017,03,17, 10, 1.203, 0.473, 12
2017,03,17, 11, 0.973, 0.337, 12
2017,03,17, 12, 0.615, 0.194, 12
2017,03,17, 13, 1.054, 0.351, 12
2017,03,17, 14, 1.597, 0.313, 12
2017,03,17, 15, 1.865, 0.551, 12
2017,03,17, 16, 0.928, 0.264, 12
2017,03,17, 17, 0.342, 0.113, 12
2017,03,17, 18, 0.089, 0.067, 11
2017,03,18, 07, 0.012, 0.000,  1
2017,03,18, 08, 0.032, 0.018, 12
2017,03,18, 09, 0.101, 0.072, 12
2017,03,18, 10, 0.131, 0.049, 12
2017,03,18, 11, 0.236, 0.156, 12
2017,03,18, 12, 0.608, 0.277, 12
2017,03,18, 13, 0.355, 0.240, 12
2017,03,18, 14, 0.177, 0.074, 12
2017,03,18, 15, 0.134, 0.062, 12
2017,03,18, 16, 0.115, 0.060, 12
2017,03,18, 17, 0.054, 0.019, 12
2017,03,18, 18, 0.024, 0.010,  7
2017,03,19, 08, 0.034, 0.022, 12
2017,03,19, 09, 0.119, 0.043, 12
2017,03,19, 10, 0.348, 0.076, 12
2017,03,19, 11, 0.519, 0.223, 12
2017,03,19, 12, 0.260, 0.094, 12
2017,03,19, 13, 0.485, 0.113, 12
2017,03,19, 14, 0.423, 0.231, 12
2017,03,19, 15, 0.231, 0.117, 12
2017,03,19, 16, 0.099, 0.015, 12
2017,03,19, 17, 0.062, 0.017, 12
2017,03,19, 18, 0.026, 0.014,  6
2017,03,20, 07, 0.012, 0.000,  2
2017,03,20, 08, 0.036, 0.020, 12
2017,03,20, 09, 0.149, 0.055, 12
2017,03,20, 10, 0.241, 0.057, 12
2017,03,20, 11, 0.291, 0.042, 12
2017,03,20, 12, 0.297, 0.039, 12
2017,03,20, 13, 0.315, 0.081, 12
2017,03,20, 14, 0.227, 0.060, 12
2017,03,20, 15, 0.192, 0.033, 12
2017,03,20, 16, 0.108, 0.026, 12
2017,03,20, 17, 0.089, 0.018, 12
2017,03,20, 18, 0.052, 0.032,  9
2017,03,21, 07, 0.087, 0.049,  7
2017,03,21, 08, 0.460, 0.224, 12
2017,03,21, 09, 0.887, 0.209, 12
2017,03,21, 10, 1.267, 0.482, 12
2017,03,21, 11, 1.647, 1.092, 12
2017,03,21, 12, 2.346, 0.834, 12
2017,03,21, 13, 1.834, 0.714, 12
2017,03,21, 14, 1.396, 0.303, 12
2017,03,21, 15, 1.322, 0.124, 12
2017,03,21, 16, 0.998, 0.126, 12
2017,03,21, 17, 0.806, 0.171, 12
2017,03,21, 18, 0.319, 0.212, 12
2017,03,21, 19, 0.018, 0.008,  2
2017,03,22, 07, 0.144, 0.102,  9
2017,03,22, 08, 0.736, 0.313, 12
2017,03,22, 09, 1.642, 0.230, 12
2017,03,22, 10, 2.291, 0.161, 12
2017,03,22, 11, 2.711, 0.103, 12
2017,03,22, 12, 2.924, 0.033, 12
2017,03,22, 13, 2.490, 0.733, 12
2017,03,22, 14, 1.841, 0.772, 12
2017,03,22, 15, 2.224, 0.177, 12
2017,03,22, 16, 1.255, 0.678, 12
2017,03,22, 17, 0.707, 0.330, 12
2017,03,22, 18, 0.199, 0.185, 12
2017,03,22, 19, 0.012, 0.000,  2
2017,03,23, 07, 0.084, 0.057,  9
2017,03,23, 08, 0.319, 0.166, 12
2017,03,23, 09, 1.531, 0.307, 12
2017,03,23, 10, 2.215, 0.150, 12
2017,03,23, 11, 2.535, 0.043, 12
2017,03,23, 12, 2.476, 0.543, 12
2017,03,23, 13, 2.893, 0.118, 12
2017,03,23, 14, 2.618, 0.221, 12
2017,03,23, 15, 2.264, 0.307, 12
2017,03,23, 16, 1.295, 0.428, 12
2017,03,23, 17, 0.891, 0.225, 12
2017,03,23, 18, 0.250, 0.152, 12
2017,03,23, 19, 0.021, 0.011,  4
2017,03,24, 07, 0.051, 0.016,  9
2017,03,24, 08, 0.345, 0.286, 12
2017,03,24, 09, 1.453, 0.193, 12
2017,03,24, 10, 1.498, 0.445, 12
2017,03,24, 11, 2.215, 0.599, 12
2017,03,24, 12, 2.939, 0.061, 12
2017,03,24, 13, 2.970, 0.038, 12
2017,03,24, 14, 2.738, 0.078, 12
2017,03,24, 15, 2.366, 0.218, 12
2017,03,24, 16, 1.750, 0.188, 12
2017,03,24, 17, 0.931, 0.241, 12
2017,03,24, 18, 0.238, 0.144, 12
2017,03,24, 19, 0.030, 0.023,  4
2017,03,25, 07, 0.192, 0.141, 10
2017,03,25, 08, 0.739, 0.149, 12
2017,03,25, 09, 1.395, 0.293, 12
